item_id,total_revenue,total_sold
21366,4797.0,24
21366,4797.0,24
21366,4797.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21367,2247.0,24
21368,4497.0,3
21377,405.59999999999997,3
21386,403.79999999999995,9
21386,507.0,9
21386,507.0,9
21387,5097.0,3
21388,2997.0,3
21400,297.0,6
21400,297.0,6
21414,793.74,3
21420,447.0,3
21427,507.0,6
21427,507.0,6
21440,447.0,6
21440,447.0,6
21447,447.0,3
21485,987.0,6
21485,1974.0,6
21486,630.0,3
21591,1197.0,3
21605,297.0,3
21669,447.0,3
21674,1197.0,3
21677,147.0,3
21679,447.0,3
21684,447.0,3
21704,507.0,3
21726,297.0,3
21761,2316.09,3
21762,4497.0,3
21793,2997.0,3
21842,447.0,3
21881,897.0,9
21881,897.0,9
21881,897.0,9
21893,84.0,3
21902,297.0,3
21922,297.0,6
21922,297.0,6
21962,3747.0,3
21976,4497.0,3
22058,507.0,3
22073,297.0,3
22076,84.0,3
22087,357.0,9
22087,357.0,9
22087,357.0,9
22088,357.0,18
22088,714.0,18
22088,357.0,18
22088,714.0,18
22088,714.0,18
22088,357.0,18
22091,537.0,6
22091,537.0,6
22092,537.0,3
22104,1494.0,3
22140,652.5,3
22162,1197.0,15
22162,1197.0,15
22162,1197.0,15
22162,1197.0,15
22162,2394.0,15
